medida;tiempo;canal;id;valor
voltageReceiver1;05/04/2025 0:46;a;7;1753
voltageReceiver2;05/04/2025 0:46;a;7;1588
status;05/04/2025 0:46;ALL;7;1
voltageReceiver1;05/04/2025 0:46;b;7;1718
voltageReceiver2;05/04/2025 0:46;b;7;1624
status;05/04/2025 0:47;ALL;7;1
voltageReceiver1;05/04/2025 0:47;a;7;1741
voltageReceiver2;05/04/2025 0:47;a;7;16
status;05/04/2025 0:47;ALL;7;1
voltageReceiver1;05/04/2025 0:47;b;7;1729
voltageReceiver2;05/04/2025 0:47;b;7;1624
status;05/04/2025 0:47;ALL;7;1
voltageReceiver1;05/04/2025 0:47;a;7;1741
voltageReceiver2;05/04/2025 0:47;a;7;16
status;05/04/2025 0:47;ALL;7;1
voltageReceiver1;05/04/2025 0:47;b;7;1729
voltageReceiver2;05/04/2025 0:47;b;7;1624
status;05/04/2025 0:48;ALL;7;1
voltageReceiver1;05/04/2025 0:48;a;7;1753
voltageReceiver2;05/04/2025 0:48;a;7;1588
status;05/04/2025 0:48;ALL;7;1
voltageReceiver1;05/04/2025 0:48;b;7;1729
voltageReceiver2;05/04/2025 0:48;b;7;1624
status;05/04/2025 0:48;ALL;7;1
voltageReceiver1;05/04/2025 0:48;a;7;1753
voltageReceiver2;05/04/2025 0:48;a;7;1588
status;05/04/2025 0:48;ALL;7;1
voltageReceiver1;05/04/2025 0:48;b;7;1729
voltageReceiver2;05/04/2025 0:48;b;7;1624
status;05/04/2025 0:49;ALL;7;1
voltageReceiver1;05/04/2025 0:49;a;7;1741
voltageReceiver2;05/04/2025 0:49;a;7;16
status;05/04/2025 0:49;ALL;7;1
voltageReceiver1;05/04/2025 0:49;b;7;1718
voltageReceiver2;05/04/2025 0:49;b;7;1635
status;05/04/2025 0:49;ALL;7;1
voltageReceiver1;05/04/2025 0:49;a;7;1741
voltageReceiver2;05/04/2025 0:49;a;7;16
status;05/04/2025 0:49;ALL;7;1
voltageReceiver1;05/04/2025 0:49;b;7;1729
voltageReceiver2;05/04/2025 0:49;b;7;1635
status;05/04/2025 0:50;ALL;7;1
voltageReceiver1;05/04/2025 0:50;a;7;1753
voltageReceiver2;05/04/2025 0:50;a;7;16
status;05/04/2025 0:50;ALL;7;1
voltageReceiver1;05/04/2025 0:50;b;7;1729
voltageReceiver2;05/04/2025 0:50;b;7;1635
status;05/04/2025 0:50;ALL;7;1
voltageReceiver1;05/04/2025 0:50;a;7;1753
voltageReceiver2;05/04/2025 0:50;a;7;16
status;05/04/2025 0:50;ALL;7;1
voltageReceiver1;05/04/2025 0:50;b;7;1729
voltageReceiver2;05/04/2025 0:50;b;7;1635
status;05/04/2025 0:51;ALL;7;1
voltageReceiver1;05/04/2025 0:51;a;7;1753
voltageReceiver2;05/04/2025 0:51;a;7;1588
status;05/04/2025 0:51;ALL;7;1
voltageReceiver1;05/04/2025 0:51;b;7;1718
voltageReceiver2;05/04/2025 0:51;b;7;1635
status;05/04/2025 0:51;ALL;7;1
voltageReceiver1;05/04/2025 0:51;a;7;1753
voltageReceiver2;05/04/2025 0:51;a;7;1588
status;05/04/2025 0:51;ALL;7;1
voltageReceiver1;05/04/2025 0:51;b;7;1718
voltageReceiver2;05/04/2025 0:51;b;7;1635
status;05/04/2025 0:52;ALL;7;1
voltageReceiver1;05/04/2025 0:52;a;7;1729
voltageReceiver2;05/04/2025 0:52;a;7;16
status;05/04/2025 0:52;ALL;7;1
voltageReceiver1;05/04/2025 0:52;b;7;1706
voltageReceiver2;05/04/2025 0:52;b;7;1635
status;05/04/2025 0:52;ALL;7;1
voltageReceiver1;05/04/2025 0:52;a;7;1741
voltageReceiver2;05/04/2025 0:52;a;7;16
status;05/04/2025 0:52;ALL;7;1
voltageReceiver1;05/04/2025 0:52;b;7;1718
voltageReceiver2;05/04/2025 0:52;b;7;1635
status;05/04/2025 0:53;ALL;7;1
voltageReceiver1;05/04/2025 0:53;a;7;1741
voltageReceiver2;05/04/2025 0:53;a;7;1588
status;05/04/2025 0:53;ALL;7;1
voltageReceiver1;05/04/2025 0:53;b;7;1718
voltageReceiver2;05/04/2025 0:53;b;7;1624
status;05/04/2025 0:53;ALL;7;1
voltageReceiver1;05/04/2025 0:53;a;7;1741
voltageReceiver2;05/04/2025 0:53;a;7;1588
status;05/04/2025 0:53;ALL;7;1
voltageReceiver1;05/04/2025 0:53;b;7;1718
voltageReceiver2;05/04/2025 0:53;b;7;1624
status;05/04/2025 0:54;ALL;7;1
voltageReceiver1;05/04/2025 0:54;a;7;1741
voltageReceiver2;05/04/2025 0:54;a;7;1588
status;05/04/2025 0:54;ALL;7;1
voltageReceiver1;05/04/2025 0:54;b;7;1706
voltageReceiver2;05/04/2025 0:54;b;7;1624
status;05/04/2025 0:54;ALL;7;1
voltageReceiver1;05/04/2025 0:54;a;7;1729
voltageReceiver2;05/04/2025 0:54;a;7;1588
status;05/04/2025 0:54;ALL;7;1
voltageReceiver1;05/04/2025 0:54;b;7;1706
voltageReceiver2;05/04/2025 0:54;b;7;1624
status;05/04/2025 0:55;ALL;7;1
voltageReceiver1;05/04/2025 0:55;a;7;1741
voltageReceiver2;05/04/2025 0:55;a;7;16
status;05/04/2025 0:55;ALL;7;1
voltageReceiver1;05/04/2025 0:55;b;7;1718
voltageReceiver2;05/04/2025 0:55;b;7;1624
status;05/04/2025 0:55;ALL;7;1
voltageReceiver1;05/04/2025 0:55;a;7;1729
voltageReceiver2;05/04/2025 0:55;a;7;16
status;05/04/2025 0:55;ALL;7;1
voltageReceiver1;05/04/2025 0:55;b;7;1706
voltageReceiver2;05/04/2025 0:55;b;7;1624
status;05/04/2025 0:56;ALL;7;1
voltageReceiver1;05/04/2025 0:56;a;7;1753
voltageReceiver2;05/04/2025 0:56;a;7;1588
status;05/04/2025 0:56;ALL;7;1
voltageReceiver1;05/04/2025 0:56;b;7;1729
voltageReceiver2;05/04/2025 0:56;b;7;1624
status;05/04/2025 0:56;ALL;7;1
voltageReceiver1;05/04/2025 0:56;a;7;1741
voltageReceiver2;05/04/2025 0:56;a;7;1588
status;05/04/2025 0:56;ALL;7;1
voltageReceiver1;05/04/2025 0:56;b;7;1718
voltageReceiver2;05/04/2025 0:56;b;7;1624
status;05/04/2025 0:57;ALL;7;1
voltageReceiver1;05/04/2025 0:57;a;7;1741
voltageReceiver2;05/04/2025 0:57;a;7;16
status;05/04/2025 0:57;ALL;7;1
voltageReceiver1;05/04/2025 0:57;b;7;1729
voltageReceiver2;05/04/2025 0:57;b;7;1635
status;05/04/2025 0:57;ALL;7;1
voltageReceiver1;05/04/2025 0:57;a;7;1741
voltageReceiver2;05/04/2025 0:57;a;7;16
status;05/04/2025 0:57;ALL;7;1
voltageReceiver1;05/04/2025 0:57;b;7;1718
voltageReceiver2;05/04/2025 0:57;b;7;1635
status;05/04/2025 0:58;ALL;7;1
voltageReceiver1;05/04/2025 0:58;a;7;1741
voltageReceiver2;05/04/2025 0:58;a;7;16
status;05/04/2025 0:58;ALL;7;1
voltageReceiver1;05/04/2025 0:58;b;7;1753
voltageReceiver2;05/04/2025 0:58;b;7;1635
status;05/04/2025 0:58;ALL;7;1
voltageReceiver1;05/04/2025 0:58;a;7;1741
voltageReceiver2;05/04/2025 0:58;a;7;16
status;05/04/2025 0:58;ALL;7;1
voltageReceiver1;05/04/2025 0:58;b;7;1741
voltageReceiver2;05/04/2025 0:58;b;7;1635
status;05/04/2025 0:59;ALL;7;1
voltageReceiver1;05/04/2025 0:59;a;7;1753
voltageReceiver2;05/04/2025 0:59;a;7;1588
status;05/04/2025 0:59;ALL;7;1
voltageReceiver1;05/04/2025 0:59;b;7;1741
voltageReceiver2;05/04/2025 0:59;b;7;1635
status;05/04/2025 0:59;ALL;7;1
voltageReceiver1;05/04/2025 0:59;a;7;1753
voltageReceiver2;05/04/2025 0:59;a;7;1588
status;05/04/2025 0:59;ALL;7;1
voltageReceiver1;05/04/2025 0:59;b;7;1741
voltageReceiver2;05/04/2025 0:59;b;7;1635
status;05/04/2025 1:00;ALL;7;1
voltageReceiver1;05/04/2025 1:00;a;7;1741
voltageReceiver2;05/04/2025 1:00;a;7;16
status;05/04/2025 1:00;ALL;7;1
voltageReceiver1;05/04/2025 1:00;b;7;1741
voltageReceiver2;05/04/2025 1:00;b;7;1635
status;05/04/2025 1:00;ALL;7;1
voltageReceiver1;05/04/2025 1:00;a;7;1741
voltageReceiver2;05/04/2025 1:00;a;7;16
status;05/04/2025 1:00;ALL;7;1
voltageReceiver1;05/04/2025 1:00;b;7;1741
voltageReceiver2;05/04/2025 1:00;b;7;1635
status;05/04/2025 1:01;ALL;7;1
voltageReceiver1;05/04/2025 1:01;a;7;1753
voltageReceiver2;05/04/2025 1:01;a;7;1588
status;05/04/2025 1:01;ALL;7;1
voltageReceiver1;05/04/2025 1:01;b;7;1741
voltageReceiver2;05/04/2025 1:01;b;7;1624
status;05/04/2025 1:01;ALL;7;1
voltageReceiver1;05/04/2025 1:01;a;7;1753
voltageReceiver2;05/04/2025 1:01;a;7;1588
status;05/04/2025 1:01;ALL;7;1
voltageReceiver1;05/04/2025 1:01;b;7;1741
voltageReceiver2;05/04/2025 1:01;b;7;1624
status;05/04/2025 1:02;ALL;7;1
voltageReceiver1;05/04/2025 1:02;a;7;1753
voltageReceiver2;05/04/2025 1:02;a;7;16
status;05/04/2025 1:02;ALL;7;1
voltageReceiver1;05/04/2025 1:02;b;7;1718
voltageReceiver2;05/04/2025 1:02;b;7;1624
status;05/04/2025 1:02;ALL;7;1
voltageReceiver1;05/04/2025 1:02;a;7;1753
voltageReceiver2;05/04/2025 1:02;a;7;1588
status;05/04/2025 1:02;ALL;7;1
voltageReceiver1;05/04/2025 1:02;b;7;1729
voltageReceiver2;05/04/2025 1:02;b;7;1624
status;05/04/2025 1:03;ALL;7;1
voltageReceiver1;05/04/2025 1:03;a;7;1741
voltageReceiver2;05/04/2025 1:03;a;7;16
status;05/04/2025 1:03;ALL;7;1
voltageReceiver1;05/04/2025 1:03;b;7;1729
voltageReceiver2;05/04/2025 1:03;b;7;1624
status;05/04/2025 1:03;ALL;7;1
voltageReceiver1;05/04/2025 1:03;a;7;1741
voltageReceiver2;05/04/2025 1:03;a;7;16
status;05/04/2025 1:03;ALL;7;1
voltageReceiver1;05/04/2025 1:03;b;7;1729
voltageReceiver2;05/04/2025 1:03;b;7;1624
status;05/04/2025 1:04;ALL;7;1
voltageReceiver1;05/04/2025 1:04;a;7;1741
voltageReceiver2;05/04/2025 1:04;a;7;1588
status;05/04/2025 1:04;ALL;7;1
voltageReceiver1;05/04/2025 1:04;b;7;1718
voltageReceiver2;05/04/2025 1:04;b;7;1624
status;05/04/2025 1:04;ALL;7;1
voltageReceiver1;05/04/2025 1:04;a;7;1741
voltageReceiver2;05/04/2025 1:04;a;7;1588
status;05/04/2025 1:04;ALL;7;1
voltageReceiver1;05/04/2025 1:04;b;7;1729
voltageReceiver2;05/04/2025 1:04;b;7;1624
status;05/04/2025 1:05;ALL;7;1
voltageReceiver1;05/04/2025 1:05;a;7;1741
voltageReceiver2;05/04/2025 1:05;a;7;16
status;05/04/2025 1:05;ALL;7;1
voltageReceiver1;05/04/2025 1:05;b;7;1718
voltageReceiver2;05/04/2025 1:05;b;7;1624
status;05/04/2025 1:05;ALL;7;1
voltageReceiver1;05/04/2025 1:05;a;7;1741
voltageReceiver2;05/04/2025 1:05;a;7;16
status;05/04/2025 1:05;ALL;7;1
voltageReceiver1;05/04/2025 1:05;b;7;1718
voltageReceiver2;05/04/2025 1:05;b;7;1624
status;05/04/2025 1:06;ALL;7;1
voltageReceiver1;05/04/2025 1:06;a;7;1741
voltageReceiver2;05/04/2025 1:06;a;7;16
status;05/04/2025 1:06;ALL;7;1
voltageReceiver1;05/04/2025 1:06;b;7;1729
voltageReceiver2;05/04/2025 1:06;b;7;1624
status;05/04/2025 1:06;ALL;7;1
voltageReceiver1;05/04/2025 1:06;a;7;1741
voltageReceiver2;05/04/2025 1:06;a;7;16
status;05/04/2025 1:06;ALL;7;1
voltageReceiver1;05/04/2025 1:06;b;7;1729
voltageReceiver2;05/04/2025 1:06;b;7;1624
status;05/04/2025 1:07;ALL;7;1
voltageReceiver1;05/04/2025 1:07;a;7;1741
voltageReceiver2;05/04/2025 1:07;a;7;1588
status;05/04/2025 1:07;ALL;7;1
voltageReceiver1;05/04/2025 1:07;b;7;1718
voltageReceiver2;05/04/2025 1:07;b;7;1624
status;05/04/2025 1:07;ALL;7;1
voltageReceiver1;05/04/2025 1:07;a;7;1741
voltageReceiver2;05/04/2025 1:07;a;7;1588
status;05/04/2025 1:07;ALL;7;1
voltageReceiver1;05/04/2025 1:07;b;7;1718
voltageReceiver2;05/04/2025 1:07;b;7;1624
status;05/04/2025 1:08;ALL;7;1
voltageReceiver1;05/04/2025 1:08;a;7;1741
voltageReceiver2;05/04/2025 1:08;a;7;16
status;05/04/2025 1:08;ALL;7;1
voltageReceiver1;05/04/2025 1:08;b;7;1729
voltageReceiver2;05/04/2025 1:08;b;7;1624
status;05/04/2025 1:08;ALL;7;1
voltageReceiver1;05/04/2025 1:08;a;7;1741
voltageReceiver2;05/04/2025 1:08;a;7;16
status;05/04/2025 1:08;ALL;7;1
voltageReceiver1;05/04/2025 1:08;b;7;1729
voltageReceiver2;05/04/2025 1:08;b;7;1624
status;05/04/2025 1:09;ALL;7;1
voltageReceiver1;05/04/2025 1:09;a;7;1741
voltageReceiver2;05/04/2025 1:09;a;7;1588
status;05/04/2025 1:09;ALL;7;1
voltageReceiver1;05/04/2025 1:09;b;7;1741
voltageReceiver2;05/04/2025 1:09;b;7;1624
status;05/04/2025 1:09;ALL;7;1
voltageReceiver1;05/04/2025 1:09;a;7;1741
voltageReceiver2;05/04/2025 1:09;a;7;1588
status;05/04/2025 1:09;ALL;7;1
voltageReceiver1;05/04/2025 1:09;b;7;1741
voltageReceiver2;05/04/2025 1:09;b;7;1624
status;05/04/2025 1:10;ALL;7;1
voltageReceiver1;05/04/2025 1:10;a;7;1741
voltageReceiver2;05/04/2025 1:10;a;7;1588
status;05/04/2025 1:10;ALL;7;1
voltageReceiver1;05/04/2025 1:10;b;7;1718
voltageReceiver2;05/04/2025 1:10;b;7;1624
status;05/04/2025 1:10;ALL;7;1
voltageReceiver1;05/04/2025 1:10;a;7;1741
voltageReceiver2;05/04/2025 1:10;a;7;1588
status;05/04/2025 1:10;ALL;7;1
voltageReceiver1;05/04/2025 1:10;b;7;1718
voltageReceiver2;05/04/2025 1:10;b;7;1624
status;05/04/2025 1:11;ALL;7;1
voltageReceiver1;05/04/2025 1:11;a;7;1741
voltageReceiver2;05/04/2025 1:11;a;7;16
status;05/04/2025 1:11;ALL;7;1
voltageReceiver1;05/04/2025 1:11;b;7;1729
voltageReceiver2;05/04/2025 1:11;b;7;1624
status;05/04/2025 1:11;ALL;7;1
voltageReceiver1;05/04/2025 1:11;a;7;1741
voltageReceiver2;05/04/2025 1:11;a;7;16
status;05/04/2025 1:11;ALL;7;1
voltageReceiver1;05/04/2025 1:11;b;7;1729
voltageReceiver2;05/04/2025 1:11;b;7;1624
status;05/04/2025 1:12;ALL;7;1
voltageReceiver1;05/04/2025 1:12;a;7;1753
voltageReceiver2;05/04/2025 1:12;a;7;1588
status;05/04/2025 1:12;ALL;7;1
voltageReceiver1;05/04/2025 1:12;b;7;1718
voltageReceiver2;05/04/2025 1:12;b;7;1624
status;05/04/2025 1:12;ALL;7;1
voltageReceiver1;05/04/2025 1:12;a;7;1753
voltageReceiver2;05/04/2025 1:12;a;7;1588
status;05/04/2025 1:12;ALL;7;1
voltageReceiver1;05/04/2025 1:12;b;7;1718
voltageReceiver2;05/04/2025 1:12;b;7;1612
status;05/04/2025 1:13;ALL;7;1
voltageReceiver1;05/04/2025 1:13;a;7;1741
voltageReceiver2;05/04/2025 1:13;a;7;16
status;05/04/2025 1:13;ALL;7;1
voltageReceiver1;05/04/2025 1:13;b;7;1718
voltageReceiver2;05/04/2025 1:13;b;7;1624
status;05/04/2025 1:13;ALL;7;1
voltageReceiver1;05/04/2025 1:13;a;7;1741
voltageReceiver2;05/04/2025 1:13;a;7;16
status;05/04/2025 1:13;ALL;7;1
voltageReceiver1;05/04/2025 1:13;b;7;1706
voltageReceiver2;05/04/2025 1:13;b;7;1624
status;05/04/2025 1:14;ALL;7;1
voltageReceiver1;05/04/2025 1:14;a;7;1741
voltageReceiver2;05/04/2025 1:14;a;7;16
status;05/04/2025 1:14;ALL;7;1
voltageReceiver1;05/04/2025 1:14;b;7;1729
voltageReceiver2;05/04/2025 1:14;b;7;1612
status;05/04/2025 1:14;ALL;7;1
voltageReceiver1;05/04/2025 1:14;a;7;1741
voltageReceiver2;05/04/2025 1:14;a;7;16
status;05/04/2025 1:14;ALL;7;1
voltageReceiver1;05/04/2025 1:14;b;7;1729
voltageReceiver2;05/04/2025 1:14;b;7;1612
status;05/04/2025 1:15;ALL;7;1
voltageReceiver1;05/04/2025 1:15;a;7;1741
voltageReceiver2;05/04/2025 1:15;a;7;1588
status;05/04/2025 1:15;ALL;7;1
voltageReceiver1;05/04/2025 1:15;b;7;1718
voltageReceiver2;05/04/2025 1:15;b;7;1624
status;05/04/2025 1:15;ALL;7;1
voltageReceiver1;05/04/2025 1:15;a;7;1741
voltageReceiver2;05/04/2025 1:15;a;7;16
status;05/04/2025 1:15;ALL;7;1
voltageReceiver1;05/04/2025 1:15;b;7;1718
voltageReceiver2;05/04/2025 1:15;b;7;1624
status;05/04/2025 1:16;ALL;7;1
voltageReceiver1;05/04/2025 1:16;a;7;1741
voltageReceiver2;05/04/2025 1:16;a;7;16
status;05/04/2025 1:16;ALL;7;1
voltageReceiver1;05/04/2025 1:16;b;7;1729
voltageReceiver2;05/04/2025 1:16;b;7;1624
status;05/04/2025 1:16;ALL;7;1
voltageReceiver1;05/04/2025 1:16;a;7;1741
voltageReceiver2;05/04/2025 1:16;a;7;16
status;05/04/2025 1:16;ALL;7;1
voltageReceiver1;05/04/2025 1:16;b;7;1729
voltageReceiver2;05/04/2025 1:16;b;7;1624
status;05/04/2025 1:17;ALL;7;1
voltageReceiver1;05/04/2025 1:17;a;7;1741
voltageReceiver2;05/04/2025 1:17;a;7;1588
status;05/04/2025 1:17;ALL;7;1
voltageReceiver1;05/04/2025 1:17;b;7;1729
voltageReceiver2;05/04/2025 1:17;b;7;1612
status;05/04/2025 1:17;ALL;7;1
voltageReceiver1;05/04/2025 1:17;a;7;1741
voltageReceiver2;05/04/2025 1:17;a;7;1588
status;05/04/2025 1:17;ALL;7;1
voltageReceiver1;05/04/2025 1:17;b;7;1729
voltageReceiver2;05/04/2025 1:17;b;7;1612
status;05/04/2025 1:18;ALL;7;1
voltageReceiver1;05/04/2025 1:18;a;7;1741
voltageReceiver2;05/04/2025 1:18;a;7;1588
status;05/04/2025 1:18;ALL;7;1
voltageReceiver1;05/04/2025 1:18;b;7;1718
voltageReceiver2;05/04/2025 1:18;b;7;1624
status;05/04/2025 1:18;ALL;7;1
voltageReceiver1;05/04/2025 1:18;a;7;1741
voltageReceiver2;05/04/2025 1:18;a;7;1588
status;05/04/2025 1:18;ALL;7;1
voltageReceiver1;05/04/2025 1:18;b;7;1718
voltageReceiver2;05/04/2025 1:18;b;7;1624
status;05/04/2025 1:19;ALL;7;1
voltageReceiver1;05/04/2025 1:19;a;7;1741
voltageReceiver2;05/04/2025 1:19;a;7;16
status;05/04/2025 1:19;ALL;7;1
voltageReceiver1;05/04/2025 1:19;b;7;1729
voltageReceiver2;05/04/2025 1:19;b;7;1624
status;05/04/2025 1:19;ALL;7;1
voltageReceiver1;05/04/2025 1:19;a;7;1741
voltageReceiver2;05/04/2025 1:19;a;7;16
status;05/04/2025 1:19;ALL;7;1
voltageReceiver1;05/04/2025 1:19;b;7;1729
voltageReceiver2;05/04/2025 1:19;b;7;1624
status;05/04/2025 1:20;ALL;7;1
voltageReceiver1;05/04/2025 1:20;a;7;1741
voltageReceiver2;05/04/2025 1:20;a;7;1588
status;05/04/2025 1:20;ALL;7;1
voltageReceiver1;05/04/2025 1:20;b;7;1718
voltageReceiver2;05/04/2025 1:20;b;7;1624
status;05/04/2025 1:20;ALL;7;1
voltageReceiver1;05/04/2025 1:20;a;7;1741
voltageReceiver2;05/04/2025 1:20;a;7;1588
status;05/04/2025 1:20;ALL;7;1
voltageReceiver1;05/04/2025 1:20;b;7;1729
voltageReceiver2;05/04/2025 1:20;b;7;1624
status;05/04/2025 1:21;ALL;7;1
voltageReceiver1;05/04/2025 1:21;a;7;1741
voltageReceiver2;05/04/2025 1:21;a;7;1588
status;05/04/2025 1:21;ALL;7;1
voltageReceiver1;05/04/2025 1:21;b;7;1718
voltageReceiver2;05/04/2025 1:21;b;7;1624
status;05/04/2025 1:21;ALL;7;1
voltageReceiver1;05/04/2025 1:21;a;7;1741
voltageReceiver2;05/04/2025 1:21;a;7;16
status;05/04/2025 1:21;ALL;7;1
voltageReceiver1;05/04/2025 1:21;b;7;1718
voltageReceiver2;05/04/2025 1:21;b;7;1624
status;05/04/2025 1:22;ALL;7;1
voltageReceiver1;05/04/2025 1:22;a;7;1741
voltageReceiver2;05/04/2025 1:22;a;7;16
status;05/04/2025 1:22;ALL;7;1
voltageReceiver1;05/04/2025 1:22;b;7;1729
voltageReceiver2;05/04/2025 1:22;b;7;1624
status;05/04/2025 1:22;ALL;7;1
voltageReceiver1;05/04/2025 1:22;a;7;1741
voltageReceiver2;05/04/2025 1:22;a;7;16
status;05/04/2025 1:22;ALL;7;1
voltageReceiver1;05/04/2025 1:22;b;7;1729
voltageReceiver2;05/04/2025 1:22;b;7;1624
status;05/04/2025 1:23;ALL;7;1
voltageReceiver1;05/04/2025 1:23;a;7;1753
voltageReceiver2;05/04/2025 1:23;a;7;1588
status;05/04/2025 1:23;ALL;7;1
voltageReceiver1;05/04/2025 1:23;b;7;1706
voltageReceiver2;05/04/2025 1:23;b;7;1624
status;05/04/2025 1:23;ALL;7;1
voltageReceiver1;05/04/2025 1:23;a;7;1753
voltageReceiver2;05/04/2025 1:23;a;7;1588
status;05/04/2025 1:23;ALL;7;1
voltageReceiver1;05/04/2025 1:23;b;7;1706
voltageReceiver2;05/04/2025 1:23;b;7;1624
status;05/04/2025 1:24;ALL;7;1
voltageReceiver1;05/04/2025 1:24;a;7;1753
voltageReceiver2;05/04/2025 1:24;a;7;16
status;05/04/2025 1:24;ALL;7;1
voltageReceiver1;05/04/2025 1:24;b;7;1706
voltageReceiver2;05/04/2025 1:24;b;7;1624
status;05/04/2025 1:24;ALL;7;1
voltageReceiver1;05/04/2025 1:24;a;7;1753
voltageReceiver2;05/04/2025 1:24;a;7;16
status;05/04/2025 1:24;ALL;7;1
voltageReceiver1;05/04/2025 1:24;b;7;1718
voltageReceiver2;05/04/2025 1:24;b;7;1624
status;05/04/2025 1:25;ALL;7;1
voltageReceiver1;05/04/2025 1:25;a;7;1753
voltageReceiver2;05/04/2025 1:25;a;7;16
status;05/04/2025 1:25;ALL;7;1
voltageReceiver1;05/04/2025 1:25;b;7;1718
voltageReceiver2;05/04/2025 1:25;b;7;1624
status;05/04/2025 1:25;ALL;7;1
voltageReceiver1;05/04/2025 1:25;a;7;1753
voltageReceiver2;05/04/2025 1:25;a;7;16
status;05/04/2025 1:25;ALL;7;1
voltageReceiver1;05/04/2025 1:25;b;7;1718
voltageReceiver2;05/04/2025 1:25;b;7;1624
status;05/04/2025 1:26;ALL;7;1
voltageReceiver1;05/04/2025 1:26;a;7;1753
voltageReceiver2;05/04/2025 1:26;a;7;16
status;05/04/2025 1:26;ALL;7;1
voltageReceiver1;05/04/2025 1:26;b;7;1706
voltageReceiver2;05/04/2025 1:26;b;7;1624
status;05/04/2025 1:26;ALL;7;1
voltageReceiver1;05/04/2025 1:26;a;7;1753
voltageReceiver2;05/04/2025 1:26;a;7;16
status;05/04/2025 1:26;ALL;7;1
voltageReceiver1;05/04/2025 1:26;b;7;1706
voltageReceiver2;05/04/2025 1:26;b;7;1624
status;05/04/2025 1:27;ALL;7;1
voltageReceiver1;05/04/2025 1:27;a;7;1741
voltageReceiver2;05/04/2025 1:27;a;7;16
status;05/04/2025 1:27;ALL;7;1
voltageReceiver1;05/04/2025 1:27;b;7;1718
voltageReceiver2;05/04/2025 1:27;b;7;1624
status;05/04/2025 1:27;ALL;7;1
voltageReceiver1;05/04/2025 1:27;a;7;1741
voltageReceiver2;05/04/2025 1:27;a;7;16
status;05/04/2025 1:27;ALL;7;1
voltageReceiver1;05/04/2025 1:27;b;7;1718
voltageReceiver2;05/04/2025 1:27;b;7;1624
status;05/04/2025 1:28;ALL;7;1
voltageReceiver1;05/04/2025 1:28;a;7;1741
voltageReceiver2;05/04/2025 1:28;a;7;1588
status;05/04/2025 1:28;ALL;7;1
voltageReceiver1;05/04/2025 1:28;b;7;1718
voltageReceiver2;05/04/2025 1:28;b;7;1624
status;05/04/2025 1:28;ALL;7;1
voltageReceiver1;05/04/2025 1:28;a;7;1741
voltageReceiver2;05/04/2025 1:28;a;7;16
status;05/04/2025 1:28;ALL;7;1
voltageReceiver1;05/04/2025 1:28;b;7;1718
voltageReceiver2;05/04/2025 1:28;b;7;1624
status;05/04/2025 1:29;ALL;7;1
voltageReceiver1;05/04/2025 1:29;a;7;1729
voltageReceiver2;05/04/2025 1:29;a;7;1588
status;05/04/2025 1:29;ALL;7;1
voltageReceiver1;05/04/2025 1:29;b;7;1718
voltageReceiver2;05/04/2025 1:29;b;7;1635
status;05/04/2025 1:29;ALL;7;1
voltageReceiver1;05/04/2025 1:29;a;7;1729
voltageReceiver2;05/04/2025 1:29;a;7;1588
status;05/04/2025 1:29;ALL;7;1
voltageReceiver1;05/04/2025 1:29;b;7;1718
voltageReceiver2;05/04/2025 1:29;b;7;1635
status;05/04/2025 1:30;ALL;7;1
voltageReceiver1;05/04/2025 1:30;a;7;1729
voltageReceiver2;05/04/2025 1:30;a;7;1588
status;05/04/2025 1:30;ALL;7;1
voltageReceiver1;05/04/2025 1:30;b;7;1741
voltageReceiver2;05/04/2025 1:30;b;7;1624
status;05/04/2025 1:30;ALL;7;1
voltageReceiver1;05/04/2025 1:30;a;7;1729
voltageReceiver2;05/04/2025 1:30;a;7;16
status;05/04/2025 1:30;ALL;7;1
voltageReceiver1;05/04/2025 1:30;b;7;1729
voltageReceiver2;05/04/2025 1:30;b;7;1624
status;05/04/2025 1:31;ALL;7;1
voltageReceiver1;05/04/2025 1:31;a;7;1753
voltageReceiver2;05/04/2025 1:31;a;7;1588
status;05/04/2025 1:31;ALL;7;1
voltageReceiver1;05/04/2025 1:31;b;7;1729
voltageReceiver2;05/04/2025 1:31;b;7;1635
status;05/04/2025 1:31;ALL;7;1
voltageReceiver1;05/04/2025 1:31;a;7;1741
voltageReceiver2;05/04/2025 1:31;a;7;1588
status;05/04/2025 1:31;ALL;7;1
voltageReceiver1;05/04/2025 1:31;b;7;1729
voltageReceiver2;05/04/2025 1:31;b;7;1635
status;05/04/2025 1:32;ALL;7;1
voltageReceiver1;05/04/2025 1:32;a;7;1753
voltageReceiver2;05/04/2025 1:32;a;7;16
status;05/04/2025 1:32;ALL;7;1
voltageReceiver1;05/04/2025 1:32;b;7;1741
voltageReceiver2;05/04/2025 1:32;b;7;1635
status;05/04/2025 1:32;ALL;7;1
voltageReceiver1;05/04/2025 1:32;a;7;1741
voltageReceiver2;05/04/2025 1:32;a;7;16
status;05/04/2025 1:32;ALL;7;1
voltageReceiver1;05/04/2025 1:32;b;7;1741
voltageReceiver2;05/04/2025 1:32;b;7;1635
status;05/04/2025 1:33;ALL;7;1
voltageReceiver1;05/04/2025 1:33;a;7;1765
voltageReceiver2;05/04/2025 1:33;a;7;16
status;05/04/2025 1:33;ALL;7;1
